finding_id,repo,commit,rule_id,title,claim,file,line,end_line,source_context,schema_excerpt,double_label,label,fp_cause,rationale,label_2,fp_cause_2,rationale_2
R16-045,bhanu87777/StockPilot-Inventory-Management-System,436e8abeadf4fa1815b9d636a6d2566510779210,N_PLUS_ONE_IN_LOOP,N+1 query: `stockLevel.upsert()` inside a loop,"`stockLevel.upsert()` in `PATCH` runs once per iteration of the for-of loop on line 52, which iterates over rows returned by the query on line 23. The number of queries grows with the number of rows.",src/app/api/sales-orders/[id]/route.ts,54,,"  44 |     return NextResponse.json(updated);
  45 |   }
  46 | 
  47 |   if (action === ""fulfill"") {
  48 |     if (so.status !== ""CONFIRMED"") return NextResponse.json({ error: ""Only a confirmed SO can be fulfilled."" }, { status: 409 });
  49 |     try {
  50 |       const updated = await prisma.$transaction(async (tx) => {
  51 |         let totalUnits = 0;
  52 |         for (const item of so.items) {
  53 |           // Lock the level at the order's warehouse; all-or-nothing.
> 54 |           await tx.stockLevel.upsert({
  55 |             where: { productId_warehouseId: { productId: item.productId, warehouseId: so.warehouseId } },
  56 |             create: { productId: item.productId, warehouseId: so.warehouseId, quantity: 0 },
  57 |             update: {},
  58 |           });
  59 |           const rows = await tx.$queryRaw<{ id: string; quantity: number }[]>`
  60 |             SELECT id, quantity FROM ""StockLevel""
  61 |             WHERE ""productId"" = ${item.productId} AND ""warehouseId"" = ${so.warehouseId} FOR UPDATE`;
  62 |           const level = rows[0];
  63 |           if (level.quantity < item.quantity) {
  64 |             throw new Error(`SHORT:${item.product.sku}:${level.quantity}:${item.quantity}`);","model StockLevel {
  id          String    @id @default(cuid())
  quantity    Int       @default(0)
  productId   String
  product     Product   @relation(fields: [productId], references: [id], onDelete: Cascade)
  warehouseId String
  warehouse   Warehouse @relation(fields: [warehouseId], references: [id])

  @@unique([productId, warehouseId])
}",no,,,,,,
R16-046,bhanu87777/StockPilot-Inventory-Management-System,436e8abeadf4fa1815b9d636a6d2566510779210,MISSING_PAGINATION,Unpaginated `lot.findMany()`,"`lot.findMany()` in `PATCH` has no `take`, `skip` or `cursor`, so it returns every Lot row matching its filter.",src/app/api/sales-orders/[id]/route.ts,74,,"  64 |             throw new Error(`SHORT:${item.product.sku}:${level.quantity}:${item.quantity}`);
  65 |           }
  66 | 
  67 |           // FEFO auto-pick for perishables: consume earliest-expiring lots
  68 |           // first, one OUT movement per slice; any remainder beyond lot
  69 |           // coverage becomes a final un-lotted OUT (lots are advisory).
  70 |           let remaining = item.quantity;
  71 |           let running = level.quantity;
  72 |           const slices: { lotId: string | null; qty: number }[] = [];
  73 |           if (item.product.isPerishable) {
> 74 |             const lots = await tx.lot.findMany({
  75 |               where: { productId: item.productId, warehouseId: so.warehouseId, qtyRemaining: { gt: 0 } },
  76 |               orderBy: { expiryDate: ""asc"" },
  77 |             });
  78 |             for (const lot of lots) {
  79 |               if (remaining === 0) break;
  80 |               const take = Math.min(lot.qtyRemaining, remaining);
  81 |               await tx.lot.update({ where: { id: lot.id }, data: { qtyRemaining: { decrement: take } } });
  82 |               slices.push({ lotId: lot.id, qty: take });
  83 |               remaining -= take;
  84 |             }","model Lot {
  id           String    @id @default(cuid())
  lotCode      String // ""LOT-2607-014""
  expiryDate   DateTime
  qtyReceived  Int
  qtyRemaining Int
  receivedAt   DateTime  @default(now())
  productId    String
  product      Product   @relation(fields: [productId], references: [id], onDelete: Cascade)
  warehouseId  String
  warehouse    Warehouse @relation(fields: [warehouseId], references: [id])

  movements StockMovement[]

  @@unique([productId, warehouseId, lotCode])
  @@index([expiryDate])
}",no,,,,,,
R16-047,bhanu87777/StockPilot-Inventory-Management-System,436e8abeadf4fa1815b9d636a6d2566510779210,N_PLUS_ONE_IN_LOOP,N+1 query: `lot.findMany()` inside a loop,"`lot.findMany()` in `PATCH` runs once per iteration of the for-of loop on line 52, which iterates over rows returned by the query on line 23. The number of queries grows with the number of rows.",src/app/api/sales-orders/[id]/route.ts,74,,"  64 |             throw new Error(`SHORT:${item.product.sku}:${level.quantity}:${item.quantity}`);
  65 |           }
  66 | 
  67 |           // FEFO auto-pick for perishables: consume earliest-expiring lots
  68 |           // first, one OUT movement per slice; any remainder beyond lot
  69 |           // coverage becomes a final un-lotted OUT (lots are advisory).
  70 |           let remaining = item.quantity;
  71 |           let running = level.quantity;
  72 |           const slices: { lotId: string | null; qty: number }[] = [];
  73 |           if (item.product.isPerishable) {
> 74 |             const lots = await tx.lot.findMany({
  75 |               where: { productId: item.productId, warehouseId: so.warehouseId, qtyRemaining: { gt: 0 } },
  76 |               orderBy: { expiryDate: ""asc"" },
  77 |             });
  78 |             for (const lot of lots) {
  79 |               if (remaining === 0) break;
  80 |               const take = Math.min(lot.qtyRemaining, remaining);
  81 |               await tx.lot.update({ where: { id: lot.id }, data: { qtyRemaining: { decrement: take } } });
  82 |               slices.push({ lotId: lot.id, qty: take });
  83 |               remaining -= take;
  84 |             }","model Lot {
  id           String    @id @default(cuid())
  lotCode      String // ""LOT-2607-014""
  expiryDate   DateTime
  qtyReceived  Int
  qtyRemaining Int
  receivedAt   DateTime  @default(now())
  productId    String
  product      Product   @relation(fields: [productId], references: [id], onDelete: Cascade)
  warehouseId  String
  warehouse    Warehouse @relation(fields: [warehouseId], references: [id])

  movements StockMovement[]

  @@unique([productId, warehouseId, lotCode])
  @@index([expiryDate])
}",no,,,,,,
R16-048,bhanu87777/StockPilot-Inventory-Management-System,436e8abeadf4fa1815b9d636a6d2566510779210,N_PLUS_ONE_IN_LOOP,N+1 query: `lot.update()` inside a loop,"`lot.update()` in `PATCH` runs once per iteration of the for-of loop on line 78, which iterates over rows returned by the query on line 74. The number of queries grows with the number of rows.",src/app/api/sales-orders/[id]/route.ts,81,,"  71 |           let running = level.quantity;
  72 |           const slices: { lotId: string | null; qty: number }[] = [];
  73 |           if (item.product.isPerishable) {
  74 |             const lots = await tx.lot.findMany({
  75 |               where: { productId: item.productId, warehouseId: so.warehouseId, qtyRemaining: { gt: 0 } },
  76 |               orderBy: { expiryDate: ""asc"" },
  77 |             });
  78 |             for (const lot of lots) {
  79 |               if (remaining === 0) break;
  80 |               const take = Math.min(lot.qtyRemaining, remaining);
> 81 |               await tx.lot.update({ where: { id: lot.id }, data: { qtyRemaining: { decrement: take } } });
  82 |               slices.push({ lotId: lot.id, qty: take });
  83 |               remaining -= take;
  84 |             }
  85 |           }
  86 |           if (remaining > 0) slices.push({ lotId: null, qty: remaining });
  87 | 
  88 |           for (const slice of slices) {
  89 |             running -= slice.qty;
  90 |             await tx.stockMovement.create({
  91 |               data: {","model Lot {
  id           String    @id @default(cuid())
  lotCode      String // ""LOT-2607-014""
  expiryDate   DateTime
  qtyReceived  Int
  qtyRemaining Int
  receivedAt   DateTime  @default(now())
  productId    String
  product      Product   @relation(fields: [productId], references: [id], onDelete: Cascade)
  warehouseId  String
  warehouse    Warehouse @relation(fields: [warehouseId], references: [id])

  movements StockMovement[]

  @@unique([productId, warehouseId, lotCode])
  @@index([expiryDate])
}",yes,,,,,,
R16-049,bhanu87777/StockPilot-Inventory-Management-System,436e8abeadf4fa1815b9d636a6d2566510779210,N_PLUS_ONE_IN_LOOP,N+1 query: `stockMovement.create()` inside a loop,"`stockMovement.create()` in `PATCH` runs once per iteration of the for-of loop on line 88. The loop's collection could not be traced to a Prisma query, so the row count driving it is unknown.",src/app/api/sales-orders/[id]/route.ts,90,,"   80 |               const take = Math.min(lot.qtyRemaining, remaining);
   81 |               await tx.lot.update({ where: { id: lot.id }, data: { qtyRemaining: { decrement: take } } });
   82 |               slices.push({ lotId: lot.id, qty: take });
   83 |               remaining -= take;
   84 |             }
   85 |           }
   86 |           if (remaining > 0) slices.push({ lotId: null, qty: remaining });
   87 | 
   88 |           for (const slice of slices) {
   89 |             running -= slice.qty;
>  90 |             await tx.stockMovement.create({
   91 |               data: {
   92 |                 productId: item.productId,
   93 |                 warehouseId: so.warehouseId,
   94 |                 type: ""OUT"",
   95 |                 quantity: slice.qty,
   96 |                 balance: running,
   97 |                 reason: ""SO fulfilled"",
   98 |                 reference: so.number,
   99 |                 lotId: slice.lotId,
  100 |                 createdById: session.user.id,","model StockMovement {
  id          String       @id @default(cuid())
  type        MovementType
  quantity    Int // positive for IN/OUT/TRANSFER_*; ADJUST carries a signed delta
  balance     Int // per-(product, warehouse) level after this movement
  reason      String
  reference   String? // e.g. order number, PO/SO/TR number
  occurredAt  DateTime     @default(now())
  productId   String
  product     Product      @relation(fields: [productId], references: [id], onDelete: Cascade)
  warehouseId String
  warehouse   Warehouse    @relation(fields: [warehouseId], references: [id])
  lotId       String?
  lot         Lot?         @relation(fields: [lotId], references: [id], onDelete: SetNull)
  createdById String?
  createdBy   User?        @relation(fields: [createdById], references: [id], onDelete: SetNull)

  @@index([occurredAt])
  @@index([productId, occurredAt])
  @@index([warehouseId, occurredAt])
}",no,,,,,,
R16-050,bhanu87777/StockPilot-Inventory-Management-System,436e8abeadf4fa1815b9d636a6d2566510779210,N_PLUS_ONE_IN_LOOP,N+1 query: `stockLevel.update()` inside a loop,"`stockLevel.update()` in `PATCH` runs once per iteration of the for-of loop on line 52, which iterates over rows returned by the query on line 23. The number of queries grows with the number of rows.",src/app/api/sales-orders/[id]/route.ts,105,,"   95 |                 quantity: slice.qty,
   96 |                 balance: running,
   97 |                 reason: ""SO fulfilled"",
   98 |                 reference: so.number,
   99 |                 lotId: slice.lotId,
  100 |                 createdById: session.user.id,
  101 |               },
  102 |             });
  103 |           }
  104 | 
> 105 |           await tx.stockLevel.update({
  106 |             where: { id: level.id },
  107 |             data: { quantity: level.quantity - item.quantity },
  108 |           });
  109 |           const p = await tx.product.update({
  110 |             where: { id: item.productId },
  111 |             data: { quantity: { decrement: item.quantity } },
  112 |             select: { quantity: true },
  113 |           });
  114 |           await emitStockLevel(tx, item.product, p.quantity + item.quantity, p.quantity);
  115 |           totalUnits += item.quantity;","model StockLevel {
  id          String    @id @default(cuid())
  quantity    Int       @default(0)
  productId   String
  product     Product   @relation(fields: [productId], references: [id], onDelete: Cascade)
  warehouseId String
  warehouse   Warehouse @relation(fields: [warehouseId], references: [id])

  @@unique([productId, warehouseId])
}",no,,,,,,
R16-051,bhanu87777/StockPilot-Inventory-Management-System,436e8abeadf4fa1815b9d636a6d2566510779210,N_PLUS_ONE_IN_LOOP,N+1 query: `product.update()` inside a loop,"`product.update()` in `PATCH` runs once per iteration of the for-of loop on line 52, which iterates over rows returned by the query on line 23. The number of queries grows with the number of rows.",src/app/api/sales-orders/[id]/route.ts,109,,"   99 |                 lotId: slice.lotId,
  100 |                 createdById: session.user.id,
  101 |               },
  102 |             });
  103 |           }
  104 | 
  105 |           await tx.stockLevel.update({
  106 |             where: { id: level.id },
  107 |             data: { quantity: level.quantity - item.quantity },
  108 |           });
> 109 |           const p = await tx.product.update({
  110 |             where: { id: item.productId },
  111 |             data: { quantity: { decrement: item.quantity } },
  112 |             select: { quantity: true },
  113 |           });
  114 |           await emitStockLevel(tx, item.product, p.quantity + item.quantity, p.quantity);
  115 |           totalUnits += item.quantity;
  116 |         }
  117 | 
  118 |         const u = await tx.salesOrder.update({
  119 |           where: { id },","model Product {
  id            String  @id @default(cuid())
  sku           String  @unique
  name          String
  category      String
  unitCost      Float
  price         Float
  quantity      Int     @default(0) // on hand across all warehouses — only mutated via the movement ledger
  reorderPoint  Int // alert when quantity falls to/below this
  reorderQty    Int // default order size suggested to purchasing
  barcode       String? @unique // defaults to SKU; printed as Code 128
  imageUrl      String?
  isPerishable  Boolean @default(false)
  shelfLifeDays Int? // drives auto lot expiry on PO receive
  supplierId    String
  supplier      Supplier @relation(fields: [supplierId], references: [id])

  movements   StockMovement[]
  poItems     PurchaseOrderItem[]
  soItems     SalesOrderItem[]
  stockLevels StockLevel[]
  lots        Lot[]

  @@index([category])
}",no,,,,,,
R16-052,bhanu87777/StockPilot-Inventory-Management-System,436e8abeadf4fa1815b9d636a6d2566510779210,MISSING_PAGINATION,Unpaginated `product.findMany()`,"`product.findMany()` in `POST` has no `take`, `skip` or `cursor`, so it returns every Product row matching its filter.",src/app/api/sales-orders/route.ts,35,,"  25 |     const quantity = Math.floor(Number(it.quantity));
  26 |     if (!productId || !Number.isFinite(quantity) || quantity <= 0) {
  27 |       return NextResponse.json({ error: ""Every line needs a product and a positive quantity."" }, { status: 400 });
  28 |     }
  29 |     items.push({ productId, quantity });
  30 |   }
  31 | 
  32 |   const [customer, warehouse, products] = await Promise.all([
  33 |     prisma.customer.findUnique({ where: { id: customerId } }),
  34 |     prisma.warehouse.findUnique({ where: { id: warehouseId } }),
> 35 |     prisma.product.findMany({ where: { id: { in: items.map((i) => i.productId) } } }),
  36 |   ]);
  37 |   if (!customer) return NextResponse.json({ error: ""Customer not found."" }, { status: 404 });
  38 |   if (!warehouse) return NextResponse.json({ error: ""Warehouse not found."" }, { status: 404 });
  39 |   const priceById = new Map(products.map((p) => [p.id, p.price]));
  40 |   if (products.length !== new Set(items.map((i) => i.productId)).size) {
  41 |     return NextResponse.json({ error: ""Unknown product on the order."" }, { status: 400 });
  42 |   }
  43 | 
  44 |   // SO-2026-XXXX, next in sequence.
  45 |   const last = await prisma.salesOrder.findFirst({ orderBy: { number: ""desc"" }, select: { number: true } });","model Product {
  id            String  @id @default(cuid())
  sku           String  @unique
  name          String
  category      String
  unitCost      Float
  price         Float
  quantity      Int     @default(0) // on hand across all warehouses — only mutated via the movement ledger
  reorderPoint  Int // alert when quantity falls to/below this
  reorderQty    Int // default order size suggested to purchasing
  barcode       String? @unique // defaults to SKU; printed as Code 128
  imageUrl      String?
  isPerishable  Boolean @default(false)
  shelfLifeDays Int? // drives auto lot expiry on PO receive
  supplierId    String
  supplier      Supplier @relation(fields: [supplierId], references: [id])

  movements   StockMovement[]
  poItems     PurchaseOrderItem[]
  soItems     SalesOrderItem[]
  stockLevels StockLevel[]
  lots        Lot[]

  @@index([category])
}",yes,,,,,,
R16-053,bhanu87777/StockPilot-Inventory-Management-System,436e8abeadf4fa1815b9d636a6d2566510779210,MISSING_PAGINATION,Unpaginated `warehouse.findMany()`,"`warehouse.findMany()` in `POST` has no `take`, `skip` or `cursor`, so it returns every Warehouse row matching its filter.",src/app/api/transfers/route.ts,41,,"  31 |     return NextResponse.json({ error: ""Quantity must be a positive whole number."" }, { status: 400 });
  32 |   }
  33 | 
  34 |   try {
  35 |     const result = await prisma.$transaction(async (tx) => {
  36 |       const product = await tx.product.findUnique({
  37 |         where: { id: productId },
  38 |         select: { id: true, sku: true, name: true },
  39 |       });
  40 |       if (!product) throw new Error(""NOT_FOUND_PRODUCT"");
> 41 |       const warehouses = await tx.warehouse.findMany({
  42 |         where: { id: { in: [fromWarehouseId, toWarehouseId] } },
  43 |         select: { id: true, code: true },
  44 |       });
  45 |       if (warehouses.length !== 2) throw new Error(""NOT_FOUND_WAREHOUSE"");
  46 |       const from = warehouses.find((w) => w.id === fromWarehouseId)!;
  47 |       const to = warehouses.find((w) => w.id === toWarehouseId)!;
  48 | 
  49 |       // Materialize both level rows, then lock them in a deterministic order
  50 |       // (warehouseId ascending) so concurrent opposite transfers can't deadlock.
  51 |       for (const wid of [fromWarehouseId, toWarehouseId]) {","model Warehouse {
  id        String  @id @default(cuid())
  code      String  @unique // ""MAIN"", ""EAST"", ""OUT""
  name      String
  city      String?
  isDefault Boolean @default(false) // exactly one; movements/PO receive fall back to it

  stockLevels StockLevel[]
  movements   StockMovement[]
  lots        Lot[]
  salesOrders SalesOrder[]
}",no,,,,,,
R16-054,bhanu87777/StockPilot-Inventory-Management-System,436e8abeadf4fa1815b9d636a6d2566510779210,N_PLUS_ONE_IN_LOOP,N+1 query: `stockLevel.upsert()` inside a loop,"`stockLevel.upsert()` in `POST` runs once per iteration of the for-of loop on line 51. The loop's collection could not be traced to a Prisma query, so the row count driving it is unknown.",src/app/api/transfers/route.ts,52,,"  42 |         where: { id: { in: [fromWarehouseId, toWarehouseId] } },
  43 |         select: { id: true, code: true },
  44 |       });
  45 |       if (warehouses.length !== 2) throw new Error(""NOT_FOUND_WAREHOUSE"");
  46 |       const from = warehouses.find((w) => w.id === fromWarehouseId)!;
  47 |       const to = warehouses.find((w) => w.id === toWarehouseId)!;
  48 | 
  49 |       // Materialize both level rows, then lock them in a deterministic order
  50 |       // (warehouseId ascending) so concurrent opposite transfers can't deadlock.
  51 |       for (const wid of [fromWarehouseId, toWarehouseId]) {
> 52 |         await tx.stockLevel.upsert({
  53 |           where: { productId_warehouseId: { productId, warehouseId: wid } },
  54 |           create: { productId, warehouseId: wid, quantity: 0 },
  55 |           update: {},
  56 |         });
  57 |       }
  58 |       const locked = await tx.$queryRaw<{ id: string; warehouseId: string; quantity: number }[]>`
  59 |         SELECT id, ""warehouseId"", quantity FROM ""StockLevel""
  60 |         WHERE ""productId"" = ${productId} AND ""warehouseId"" IN (${fromWarehouseId}, ${toWarehouseId})
  61 |         ORDER BY ""warehouseId"" ASC
  62 |         FOR UPDATE`;","model StockLevel {
  id          String    @id @default(cuid())
  quantity    Int       @default(0)
  productId   String
  product     Product   @relation(fields: [productId], references: [id], onDelete: Cascade)
  warehouseId String
  warehouse   Warehouse @relation(fields: [warehouseId], references: [id])

  @@unique([productId, warehouseId])
}",no,,,,,,
R16-055,bhanu87777/StockPilot-Inventory-Management-System,436e8abeadf4fa1815b9d636a6d2566510779210,MISSING_INDEX_ON_FILTERED_FIELD,No declared index covers the filter on StockMovement.reference,"`stockMovement.findFirst()` in `POST` filters StockMovement by `reference`, but schema.prisma declares no index whose leading column is this field. Without one, PostgreSQL must scan the table for every call.",src/app/api/transfers/route.ts,105,,"   95 |             },
   96 |             update: { qtyReceived: { increment: qty }, qtyRemaining: { increment: qty } },
   97 |           });
   98 |           dstLotId = dstLot.id;
   99 |         }
  100 |       }
  101 | 
  102 |       // TR number mirrors the PO numbering style.
  103 |       const year = new Date().getFullYear();
  104 |       const prefix = `TR-${year}-`;
> 105 |       const last = await tx.stockMovement.findFirst({
  106 |         where: { reference: { startsWith: prefix } },
  107 |         orderBy: { reference: ""desc"" },
  108 |         select: { reference: true },
  109 |       });
  110 |       const seq = last?.reference ? parseInt(last.reference.slice(prefix.length), 10) + 1 : 1;
  111 |       const trNumber = `${prefix}${String(seq).padStart(4, ""0"")}`;
  112 | 
  113 |       await tx.stockLevel.update({ where: { id: src.id }, data: { quantity: srcBalance } });
  114 |       await tx.stockLevel.update({ where: { id: dst.id }, data: { quantity: dstBalance } });
  115 |       // Product.quantity untouched — the total is conserved.","model StockMovement {
  id          String       @id @default(cuid())
  type        MovementType
  quantity    Int // positive for IN/OUT/TRANSFER_*; ADJUST carries a signed delta
  balance     Int // per-(product, warehouse) level after this movement
  reason      String
  reference   String? // e.g. order number, PO/SO/TR number
  occurredAt  DateTime     @default(now())
  productId   String
  product     Product      @relation(fields: [productId], references: [id], onDelete: Cascade)
  warehouseId String
  warehouse   Warehouse    @relation(fields: [warehouseId], references: [id])
  lotId       String?
  lot         Lot?         @relation(fields: [lotId], references: [id], onDelete: SetNull)
  createdById String?
  createdBy   User?        @relation(fields: [createdById], references: [id], onDelete: SetNull)

  @@index([occurredAt])
  @@index([productId, occurredAt])
  @@index([warehouseId, occurredAt])
}",no,,,,,,
R16-056,bhanu87777/StockPilot-Inventory-Management-System,436e8abeadf4fa1815b9d636a6d2566510779210,MISSING_INDEX_ON_FILTERED_FIELD,No declared index covers the filter on User.role,"`user.count()` in `PATCH` filters User by `role`, but schema.prisma declares no index whose leading column is this field. Without one, PostgreSQL must scan the table for every call. The filtered field is boolean or enum typed; an index helps only if the matching values are rare.",src/app/api/users/[id]/route.ts,27,,"  17 | 
  18 |   const { id } = await params;
  19 |   const body = await req.json().catch(() => ({}));
  20 |   const role = ROLES.includes(body.role) ? (body.role as (typeof ROLES)[number]) : null;
  21 |   if (!role) return NextResponse.json({ error: ""A valid role is required."" }, { status: 400 });
  22 | 
  23 |   const user = await prisma.user.findUnique({ where: { id } });
  24 |   if (!user) return NextResponse.json({ error: ""User not found."" }, { status: 404 });
  25 | 
  26 |   if (user.role === ""ADMIN"" && role !== ""ADMIN"") {
> 27 |     const adminCount = await prisma.user.count({ where: { role: ""ADMIN"" } });
  28 |     if (adminCount <= 1) {
  29 |       return NextResponse.json({ error: ""You can't demote the last admin."" }, { status: 409 });
  30 |     }
  31 |   }
  32 | 
  33 |   const updated = await prisma.$transaction(async (tx) => {
  34 |     const u = await tx.user.update({
  35 |       where: { id },
  36 |       data: { role },
  37 |       select: { id: true, email: true, name: true, role: true, createdAt: true },","model User {
  id        String   @id @default(cuid())
  email     String   @unique
  name      String?
  password  String // bcrypt hash
  role      Role     @default(ADMIN) // default backfills pre-RBAC rows; register route creates VIEWERs explicitly
  createdAt DateTime @default(now())

  movements StockMovement[]
  reads     NotificationRead[]
}",no,,,,,,
R16-057,bhanu87777/StockPilot-Inventory-Management-System,436e8abeadf4fa1815b9d636a6d2566510779210,MISSING_INDEX_ON_FILTERED_FIELD,No declared index covers the filter on User.role,"`user.count()` in `DELETE` filters User by `role`, but schema.prisma declares no index whose leading column is this field. Without one, PostgreSQL must scan the table for every call. The filtered field is boolean or enum typed; an index helps only if the matching values are rare.",src/app/api/users/[id]/route.ts,66,,"  56 |   const { session } = auth;
  57 | 
  58 |   const { id } = await params;
  59 |   if (id === session.user.id) {
  60 |     return NextResponse.json({ error: ""You can't delete your own account."" }, { status: 409 });
  61 |   }
  62 |   const user = await prisma.user.findUnique({ where: { id } });
  63 |   if (!user) return NextResponse.json({ error: ""User not found."" }, { status: 404 });
  64 | 
  65 |   if (user.role === ""ADMIN"") {
> 66 |     const adminCount = await prisma.user.count({ where: { role: ""ADMIN"" } });
  67 |     if (adminCount <= 1) {
  68 |       return NextResponse.json({ error: ""You can't delete the last admin."" }, { status: 409 });
  69 |     }
  70 |   }
  71 | 
  72 |   await prisma.$transaction(async (tx) => {
  73 |     await tx.user.delete({ where: { id } }); // movements keep history via SetNull
  74 |     await audit(tx, session.user, {
  75 |       action: ""user.delete"",
  76 |       entityType: ""User"",","model User {
  id        String   @id @default(cuid())
  email     String   @unique
  name      String?
  password  String // bcrypt hash
  role      Role     @default(ADMIN) // default backfills pre-RBAC rows; register route creates VIEWERs explicitly
  createdAt DateTime @default(now())

  movements StockMovement[]
  reads     NotificationRead[]
}",yes,,,,,,
R16-058,bhanu87777/StockPilot-Inventory-Management-System,436e8abeadf4fa1815b9d636a6d2566510779210,MISSING_PAGINATION,Unpaginated `user.findMany()`,"`user.findMany()` in `GET` has no `take`, `skip` or `cursor`, and no filter, so it returns the entire User table.",src/app/api/users/route.ts,14,,"   4 | import { requirePermission } from ""@/lib/rbac"";
   5 | import { audit } from ""@/lib/audit"";
   6 | 
   7 | const ROLES = [""ADMIN"", ""PURCHASING"", ""VIEWER""] as const;
   8 | 
   9 | // GET /api/users — list users (admin only).
  10 | export async function GET() {
  11 |   const auth = await requirePermission(""user.manage"");
  12 |   if (!auth.ok) return auth.response;
  13 | 
> 14 |   const users = await prisma.user.findMany({
  15 |     select: { id: true, email: true, name: true, role: true, createdAt: true },
  16 |     orderBy: { createdAt: ""asc"" },
  17 |   });
  18 |   return NextResponse.json(users);
  19 | }
  20 | 
  21 | // POST /api/users — create a user with a role (admin only).
  22 | export async function POST(req: Request) {
  23 |   const auth = await requirePermission(""user.manage"");
  24 |   if (!auth.ok) return auth.response;","model User {
  id        String   @id @default(cuid())
  email     String   @unique
  name      String?
  password  String // bcrypt hash
  role      Role     @default(ADMIN) // default backfills pre-RBAC rows; register route creates VIEWERs explicitly
  createdAt DateTime @default(now())

  movements StockMovement[]
  reads     NotificationRead[]
}",no,,,,,,
R16-059,bhanu87777/StockPilot-Inventory-Management-System,436e8abeadf4fa1815b9d636a6d2566510779210,MISSING_PAGINATION,Unpaginated `product.findMany()`,"`product.findMany()` in `getProducts` has no `take`, `skip` or `cursor`, and no filter, so it returns the entire Product table.",src/lib/inventory.ts,90,,"   80 | 
   81 | export function stockStatus(p: { quantity: number; reorderPoint: number }): ""OUT"" | ""LOW"" | ""OK"" {
   82 |   if (p.quantity === 0) return ""OUT"";
   83 |   if (p.quantity <= p.reorderPoint) return ""LOW"";
   84 |   return ""OK"";
   85 | }
   86 | 
   87 | export async function getProducts(): Promise<ProductRow[]> {
   88 |   const since = new Date(Date.now() - 30 * 86_400_000);
   89 |   const [products, outs] = await Promise.all([
>  90 |     prisma.product.findMany({
   91 |       include: {
   92 |         supplier: true,
   93 |         stockLevels: { include: { warehouse: { select: { code: true } } }, orderBy: { warehouse: { code: ""asc"" } } },
   94 |       },
   95 |       orderBy: { sku: ""asc"" },
   96 |     }),
   97 |     prisma.stockMovement.groupBy({
   98 |       by: [""productId""],
   99 |       where: { type: ""OUT"", occurredAt: { gte: since } },
  100 |       _sum: { quantity: true },","model Product {
  id            String  @id @default(cuid())
  sku           String  @unique
  name          String
  category      String
  unitCost      Float
  price         Float
  quantity      Int     @default(0) // on hand across all warehouses — only mutated via the movement ledger
  reorderPoint  Int // alert when quantity falls to/below this
  reorderQty    Int // default order size suggested to purchasing
  barcode       String? @unique // defaults to SKU; printed as Code 128
  imageUrl      String?
  isPerishable  Boolean @default(false)
  shelfLifeDays Int? // drives auto lot expiry on PO receive
  supplierId    String
  supplier      Supplier @relation(fields: [supplierId], references: [id])

  movements   StockMovement[]
  poItems     PurchaseOrderItem[]
  soItems     SalesOrderItem[]
  stockLevels StockLevel[]
  lots        Lot[]

  @@index([category])
}",no,,,,,,
R16-060,bhanu87777/StockPilot-Inventory-Management-System,436e8abeadf4fa1815b9d636a6d2566510779210,MISSING_INDEX_ON_FILTERED_FIELD,No declared index covers the filter on Lot.qtyRemaining,"`lot.findMany()` in `getLots` filters Lot by `qtyRemaining`, but schema.prisma declares no index whose leading column is this field. Without one, PostgreSQL must scan the table for every call.",src/lib/inventory.ts,166,,"  156 |     productName: m.product.name,
  157 |     sku: m.product.sku,
  158 |     warehouseCode: m.warehouse.code,
  159 |     lotCode: m.lot?.lotCode ?? null,
  160 |     createdByName: m.createdBy?.name ?? m.createdBy?.email ?? null,
  161 |   }));
  162 | }
  163 | 
  164 | // Active lots in FEFO order (earliest expiry first — the sort IS the policy).
  165 | export async function getLots(): Promise<LotRow[]> {
> 166 |   const rows = await prisma.lot.findMany({
  167 |     where: { qtyRemaining: { gt: 0 } },
  168 |     orderBy: { expiryDate: ""asc"" },
  169 |     include: {
  170 |       product: { select: { sku: true, name: true, unitCost: true } },
  171 |       warehouse: { select: { code: true } },
  172 |     },
  173 |   });
  174 |   const now = Date.now();
  175 |   return rows.map((l) => ({
  176 |     id: l.id,","model Lot {
  id           String    @id @default(cuid())
  lotCode      String // ""LOT-2607-014""
  expiryDate   DateTime
  qtyReceived  Int
  qtyRemaining Int
  receivedAt   DateTime  @default(now())
  productId    String
  product      Product   @relation(fields: [productId], references: [id], onDelete: Cascade)
  warehouseId  String
  warehouse    Warehouse @relation(fields: [warehouseId], references: [id])

  movements StockMovement[]

  @@unique([productId, warehouseId, lotCode])
  @@index([expiryDate])
}",yes,,,,,,
