finding_id,severity,confidence,fingerprint
R16-008,HIGH,HIGH,1c3e0c3df67761921fdc3a03cb38cad6
R16-009,HIGH,HIGH,be8b4ad3e413d778ad4c41bea8634d3b
R16-010,HIGH,HIGH,742acf74e9644b5d25ab5d4cedf2ff3b
R16-011,HIGH,HIGH,2d8f4cd45ffe9a8536b1721c13ec89b6
R16-012,HIGH,HIGH,20f1abdbba9dd04d88b68834164a9e05
R16-013,HIGH,HIGH,89ba4397110ed0b243a604065814e97d
R16-014,HIGH,HIGH,6fc6bdd4b222f4036af1d336f23d7642
R16-015,HIGH,HIGH,d04a7acabaa2c9acf20e5c58bfc4511f
R16-016,HIGH,HIGH,9272cc64d775e76b0563106c2fa8919d
R16-017,HIGH,HIGH,4e2770a24bc97948f5738374cb85fdbc
R16-018,HIGH,MEDIUM,fef052b39b50de535371acaf777d360c
R16-019,HIGH,MEDIUM,86a9f944ba17f2cbf9548a27ac627fb7
R16-020,HIGH,MEDIUM,505aefcb4d62cf0225ec5943ab67c858
R16-021,HIGH,MEDIUM,783307fad6e6e817144996f151f59344
R16-022,HIGH,MEDIUM,0502b42404e2c73e2cb2162754159ab4
R16-023,HIGH,MEDIUM,412fcb38e1f15b8f292b51a6c1caf8f3
R16-024,HIGH,MEDIUM,8d3b7dd7b4a58bc809b97d972b7f550a
R16-025,HIGH,MEDIUM,8d3302c89256d7d1e900c09edd65eb21
R16-026,HIGH,MEDIUM,8e489a1bd3916926be06109f14a6b46a
R16-027,HIGH,MEDIUM,752801adc339da5dc2c38c31fe45feb0
R16-028,HIGH,MEDIUM,ab6124d4e846790c136f78a3c1ed0e0e
R16-029,HIGH,MEDIUM,744782451b8ed229b5c1dc71ef052e29
R16-030,HIGH,LOW,fb70c20b2c3aad2255e9f1cea9d031af
R16-031,MEDIUM,MEDIUM,b510ce671ebc468883992d4833d1db00
R16-032,MEDIUM,HIGH,131953467238d2dfa0b6111d78cc6e46
R16-033,MEDIUM,MEDIUM,63a08a16db42d3ab884a1491dd5582a4
R16-034,HIGH,MEDIUM,a447c2f96b20f63fbf5fd0891a69e60e
R16-035,HIGH,MEDIUM,52f739c12cc0185a3a77ea5ae34377a4
R16-036,MEDIUM,HIGH,2cbfa6a797fdc2a6e04282eca13de9da
R16-037,MEDIUM,MEDIUM,3ef6364bb3fb2c9be9c0b7df273e6505
R16-038,HIGH,HIGH,7ae96f4cd22be6e7f8db49fb1d4d1770
R16-039,HIGH,HIGH,23fde8f89c39b3e68f96df2287c8ec55
R16-040,HIGH,HIGH,dc44fe0f26f0d22a9975f5e1dd997934
R16-041,HIGH,HIGH,84c7e072f68371e5ee1f473d43a5139b
R16-042,HIGH,HIGH,212b0fc4a4e1f18179a091293a56c465
R16-043,HIGH,HIGH,adb834bf7ff587da1c7bb36a00fdcb1c
R16-044,MEDIUM,MEDIUM,634e5cc938c5becf00430f399dc43666
R16-045,HIGH,HIGH,b56330b42fcd9c11e7035d05cf0696c9
R16-046,MEDIUM,MEDIUM,737fe9080c38cbdd32a0a11a7ca7fd0a
R16-047,HIGH,HIGH,66f20bc58ebf6372e9600a6446a55da9
R16-048,HIGH,HIGH,173a898893ebfc14ad5565b6dd5b5e48
R16-049,HIGH,MEDIUM,d6866b7e581f0d350ce792f733039096
R16-050,HIGH,HIGH,4a343a2dc9065c873b918ec75a4f2ece
R16-051,HIGH,HIGH,d1bfe513e18eaacf07a7c12170ee2552
R16-052,MEDIUM,MEDIUM,c60745e3c1e83d72475e5f8a36a6419b
R16-053,MEDIUM,MEDIUM,9714da6a2c965f89619bc12e79c0973a
R16-054,HIGH,MEDIUM,1cea35fe79c01c4f43ce2e0dc2dc8c80
R16-055,HIGH,MEDIUM,6cdb94134c920e8abd91cec5a44541a9
R16-056,HIGH,LOW,145e469c75fc594ba73f4b41f4558b8a
R16-057,HIGH,LOW,7980dd508e2a5f3b4741d2c6145a50af
R16-058,MEDIUM,HIGH,53df3b6dbed4449494a43cae00ea20cc
R16-059,MEDIUM,HIGH,a051169fd7b8cc1fbb9e8dca72123fd2
R16-060,HIGH,MEDIUM,15f25b528174bcac79344d6a0a07edb4
R16-061,MEDIUM,MEDIUM,17f2754830862fe4752c579438140239
R16-062,MEDIUM,HIGH,0e7eec4481ab2059e924691d19a90e64
R16-063,MEDIUM,HIGH,32f87de376d11036efd0ecd4a8933a51
R16-064,MEDIUM,MEDIUM,ac49bebf0023aa9201c5f192ed29d069
R16-065,HIGH,MEDIUM,30c2d7ddb2a89e642784bb275abcd8f4
R16-066,MEDIUM,MEDIUM,526ffb9c40ab4ebcf178432ba9511520
R16-067,HIGH,HIGH,94210ad28aa18a52a06e9b8e63a9a345
R16-068,MEDIUM,MEDIUM,9afc9aaa60ecf36b131c9456c28b833e
R16-069,HIGH,HIGH,ad51644cca3c80eca1ca9f5745068097
R16-070,MEDIUM,HIGH,5d3e574d591dca82167b30d2181b1657
R16-071,MEDIUM,HIGH,8995b9e5e04eeb50f88dba5433a644da
R16-072,MEDIUM,MEDIUM,2f9531552c46464be6ef472e67d27183
R16-073,MEDIUM,HIGH,2c5a1210d880e11f1a39ecc474c3d3a6
R16-074,MEDIUM,HIGH,901611c84395c8b98c9612952613e85e
R16-075,MEDIUM,HIGH,cb522d2ec65ae7f6e6750a34a2ae4b2a
R16-076,HIGH,MEDIUM,d8010eaca63f3e2ec33f6285651e0613
R16-077,MEDIUM,MEDIUM,01faeb46d09e509eebce30c4815d567c
R16-078,HIGH,LOW,0a110f6d2dab188b00ce035ccfc53058
R16-079,MEDIUM,MEDIUM,7f4e6f1adb6c42e242ae9106af0ee4e2
R16-080,HIGH,MEDIUM,30466437086b524805a66c3dca429083
R16-081,HIGH,MEDIUM,02a623f6984ea4facde264bebaabb318
R16-082,MEDIUM,HIGH,0aca70c6b3abad0098422746422fe320
R17-001,HIGH,HIGH,ba1757d3baf07b04198d3db633fd0632
R17-002,HIGH,HIGH,2a2248fef14e7ff86dc95e32f5e0ed10
R17-003,HIGH,HIGH,aea8cf372ba753cc8820129399f11d7f
R17-004,HIGH,HIGH,7d3fc4fef117543d6584bbb68b0ab775
R17-005,HIGH,HIGH,1d4a5f826197ef903ae18e9608f560bb
R17-006,HIGH,HIGH,57d34b8a715699fadeba01e58005f7d1
R17-007,HIGH,HIGH,74634488188e07a5b521b047bd43e3bc
R17-008,HIGH,HIGH,319328ad35978db26a22a4d33ee5cca8
R17-009,HIGH,MEDIUM,86fdc1b88afec51b733726b1af9ef83b
R17-010,HIGH,MEDIUM,2870907d4f5cfaa3c2ac326bde553ad7
R17-011,HIGH,MEDIUM,1f775131664053ee714dae159ace1a76
R17-012,MEDIUM,HIGH,13ec635f0faa1f4d592ae79639e15c1e
R17-013,HIGH,HIGH,09de65454da93fc2f3ce069e5d25f78b
R17-014,HIGH,MEDIUM,db8e20406cc30a8bc90e4916a377805d
R17-015,HIGH,MEDIUM,6a40b1008a11a00de3b12f9d134108ee
R17-016,HIGH,MEDIUM,ec5cdaf63086d9b3ba75fe3f043be5e5
R17-017,HIGH,HIGH,e53a85113a9b5cf989a5bd6ebb908c87
R17-018,HIGH,HIGH,aa0a988448693eb017fac2f7e8544fd2
R17-019,MEDIUM,MEDIUM,3eaa5ab576ffacddf6ab4e3a2559651c
R17-020,MEDIUM,MEDIUM,631f8f0ddcee83ee2b0e9090427fd0c2
R17-021,MEDIUM,MEDIUM,50b1f1a006249f52954ede4773dc0bc8
R17-022,MEDIUM,MEDIUM,1975007a58388b2f8d1e397ad5897892
R17-023,MEDIUM,MEDIUM,779b5bbd8ba2e32413875823e741c91c
R17-024,MEDIUM,MEDIUM,f0960346b0243d0447959c6e3b9e1c36
R17-025,MEDIUM,MEDIUM,61be3728b928c41421eb647b8f3ae953
R17-026,MEDIUM,MEDIUM,3139494c354b0da851edf8e17439c261
R17-027,MEDIUM,MEDIUM,20a5f09ed5008df3df0bf404602e7db0
R17-028,MEDIUM,MEDIUM,268bce5ca4b24432adb53a1d7d105985
R17-029,MEDIUM,MEDIUM,e4af228cbdedf819f11822336bd6367b
R17-030,HIGH,LOW,3c907e184dbe140ece79074e44608a78
R17-031,HIGH,MEDIUM,f061af0dae5ca64ba624789599cec9a3
R17-032,MEDIUM,MEDIUM,84b9e66c6dc0b30ff1c1c9d48e80fd02
R17-033,HIGH,MEDIUM,6fd15e1b46c560ddb3fb42dfbf5d5e75
R17-034,MEDIUM,MEDIUM,612edf259c06e3f4318967051db481fe
R17-035,HIGH,MEDIUM,409224c19bc13f0ed7035a4ca434a176
R17-036,HIGH,LOW,04d25a1a22c78f0bc9f9f1fe7eec5132
R17-037,MEDIUM,HIGH,1048436c56de930a240bb821c61ca429
R17-038,HIGH,LOW,abc180b012d3da57071e361e1a0926db
R17-039,MEDIUM,MEDIUM,58048f1d857da6cdf2d518f52c52ec9c
R17-040,MEDIUM,HIGH,e99bb6701fb83360c6b9fe8fed4c45f3
R17-041,MEDIUM,HIGH,f1b5f7b5114db0013e7e4621928d1882
R17-042,MEDIUM,MEDIUM,05ac2fcda8e402f76a504f4accc4b84e
R17-043,MEDIUM,MEDIUM,9302b1e4a282b27b0f1533b99a364abe
R17-044,MEDIUM,MEDIUM,73d857ee1e146d084f443c8eb25ff9d1
R17-045,MEDIUM,HIGH,15191939547729180ad25faceacc6917
R17-046,MEDIUM,MEDIUM,64345bdebe7bc87d658c5f6f9f1af0c1
R17-047,MEDIUM,MEDIUM,ae51cfebc16507737daf1e439c400626
R17-048,MEDIUM,MEDIUM,61cc5e62e20694a81d8fc6a9ba535b4e
R17-049,MEDIUM,HIGH,17a643fb59f4ba66e7bf67e343709659
R17-050,MEDIUM,MEDIUM,f55087859a8fb8e0e3a620661be61b13
R17-051,MEDIUM,MEDIUM,382849cede2e183f3e6e2378d18b70f7
R17-052,MEDIUM,HIGH,9661a775c1ba594a97c2df011ea8ecb9
R17-053,MEDIUM,MEDIUM,0e91927ad4b1364e68af763329a699f8
R17-054,MEDIUM,MEDIUM,297b72999986ca2658c17dbda056b1e2
R17-055,MEDIUM,HIGH,ecc42f82c2c1b967d37d8a166df06781
R17-056,MEDIUM,MEDIUM,f01fddbf8baf03528c36c472a23de289
R17-057,MEDIUM,MEDIUM,ac6e743126e3b6b2d33894d2c7748035
R17-058,MEDIUM,MEDIUM,e632d619a402d91b0d8dfbb1de1faafc
R17-059,MEDIUM,MEDIUM,900de3ca5195b4270a03c4eaf03e2582
R17-060,MEDIUM,MEDIUM,23a2256ecb851595ff71428d96edf127
R17-061,MEDIUM,HIGH,8f7b76fa8c49f972e4b8f70f3c9bafc4
R17-062,MEDIUM,MEDIUM,09fc3a8f3e4eca57c62dbdfae4347514
R17-063,MEDIUM,MEDIUM,8a0075bb9af3d1310ece14c7d45d5de2
R17-064,MEDIUM,MEDIUM,7649d00474b702d8ea58c5d8142ba54d
R17-065,MEDIUM,HIGH,b4f7da35187a1a9ba0ee191974251eb9
R17-066,MEDIUM,MEDIUM,eb2fc07252a63ab8bd0cf44b4b6695bc
R17-067,MEDIUM,MEDIUM,395a884670795af3c54b3a0dd1947231
R17-068,MEDIUM,MEDIUM,f929c58b43107820b94e2ef7c1e0495a
R17-069,MEDIUM,HIGH,8f6ca2b04e7f68cfc6bc5a70d7583e18
R17-070,MEDIUM,MEDIUM,68decd84635a73be13d022079e603515
R17-071,MEDIUM,MEDIUM,353f51ca93a5cc8f413274c1cb3a9691
R17-072,MEDIUM,HIGH,fe3923b08b443e9058df1a6afda944c1
R17-073,MEDIUM,MEDIUM,ed36278f0c5cc0cee5937fcbd997dece
R17-074,MEDIUM,MEDIUM,453cde01d106b842bc2705fbf2ee8b54
R17-075,MEDIUM,HIGH,e62d241d58fbefe5a64adc9fbb61fdce
R17-076,MEDIUM,MEDIUM,0de85511a326975de0abe5a6f978ef38
R17-077,MEDIUM,MEDIUM,72ffc22cf1a8fc5a89c9495c13e17ec9
R17-078,MEDIUM,MEDIUM,b4542a112b33527d5ec036aa3f9cd5a7
R17-079,MEDIUM,HIGH,34d23fed7af7fb23139e08be6de97c93
R17-080,MEDIUM,MEDIUM,cc25f7605137611b02c5bb053a5f9afd
R17-081,MEDIUM,MEDIUM,2e8cf8306655867d8c672213f94c3503
R17-082,MEDIUM,MEDIUM,eff1100482ba91fb04de372e9474377d
R17-083,MEDIUM,HIGH,8c8138b88bb149277644afd95ca95a67
R17-084,MEDIUM,MEDIUM,5e25e2f95f0ee7a6bf8006fd25d069cc
R17-085,MEDIUM,MEDIUM,91452f2942f9eda7e287b04914081975
R17-086,MEDIUM,MEDIUM,c1251315f85e0f7092678dd938ab7d52
R17-087,MEDIUM,MEDIUM,3cdcd929fa660d3de31ba6fe74fa3aba
R17-088,MEDIUM,MEDIUM,fb93b8a1ef4b11f1df7256ef2fe31b82
R17-089,MEDIUM,MEDIUM,7bbdad2a03fd618337843e1bbf72c6cc
R17-090,MEDIUM,MEDIUM,5336e43493def0b5fd6fe2cd3faa9c6a
R17-091,MEDIUM,MEDIUM,b365b9bac0f8453e0f07272c6b94b599
R17-092,MEDIUM,MEDIUM,e6e1610e614e820b431a16248b2b98a3
R17-093,HIGH,HIGH,de1463e955cfd7cc0e79c59e60698b67
R17-094,MEDIUM,MEDIUM,c428aced3ffa4614d2a9d943c1403f77
R17-095,HIGH,HIGH,c8d53cac42380acb83e1524599be4656
R17-096,MEDIUM,MEDIUM,a4383bba2e613c5bb42223a625e89e90
R17-097,HIGH,HIGH,9087326c7a9baad657fedcdcb2ce8fd5
R17-098,HIGH,HIGH,b30dc79320a1acb8fc59d961e4aef484
R17-099,HIGH,MEDIUM,f76e64dcf9af69ff62328a9d73d19b80
R17-100,HIGH,MEDIUM,56c946b862f2731c0123bff665a0a806
R17-101,HIGH,MEDIUM,082f6c450fc2d7cef1d87e07b14d40cf
R17-102,MEDIUM,MEDIUM,4517a776e0568d41863f77fdc3cdd640
R17-103,HIGH,HIGH,8394574e88382b0a2fcc42ada854da15
R17-104,HIGH,HIGH,887dba8d1aa381b705059067752da585
R17-105,MEDIUM,MEDIUM,df156649f0ddc58b96fe750ddc85b709
R17-106,HIGH,HIGH,de1195cd0be29d038413592b6fc6cd72
R17-107,MEDIUM,MEDIUM,28101d708f2819ad27b0493db070668a
R17-108,HIGH,HIGH,dd2e76018cb2a2f050700b3c2809c17d
R17-109,HIGH,HIGH,ecf0fa6f338824168ab490566022b372
R17-110,MEDIUM,HIGH,8cf5162426c3762dbc02f86651cdb973
R17-111,MEDIUM,MEDIUM,cab1f508b14b24bb2336d258c341f639
R17-112,HIGH,HIGH,d299e1f2e5fe6de7b1930db87e91e4e4
R17-113,MEDIUM,MEDIUM,b7718c2b950929af4af1fdfbb520a590
R17-114,MEDIUM,MEDIUM,eac10d3c9105de432aa2615570f683c2
R17-115,HIGH,MEDIUM,6078fc2a242ebc33d94a09ad40441470
R17-116,HIGH,LOW,0dfcf1f1032adf37f641f34304acbf98
R17-117,MEDIUM,MEDIUM,fee6b87555cbba7965f37aae2d6fb831
R17-118,HIGH,HIGH,8ffea28a871d590b425b317992ab903d
R17-119,HIGH,MEDIUM,905e6c512b873b9d200bf5a149bdedbb
R17-120,MEDIUM,MEDIUM,3b66787e840c83429da94232233b830a
R17-121,MEDIUM,MEDIUM,68ac9b107bea063ece8c60a7b638ea03
R17-122,HIGH,HIGH,72100c0847e44d330fb5d74b8eec5897
R17-123,MEDIUM,MEDIUM,d964527fdd4ac7eb6883e3fc6fe70234
R17-124,HIGH,HIGH,1ea64178a01300546a68b325cb38824d
R17-125,MEDIUM,MEDIUM,47858b65c9bf8be8317c3dac6204ec1c
R17-126,MEDIUM,MEDIUM,2cd63212685520e2b47f456f2abdd3a3
R17-127,MEDIUM,HIGH,8fc57afb200f558977b62699c10234e3
R17-128,HIGH,HIGH,59b3871db7e94fbc275970502734e080
R17-129,MEDIUM,MEDIUM,5cf6b5b777b42e97e9487b8014a37d03
R17-130,HIGH,MEDIUM,efbb5dfe1c45cf8f031bbb4961a65672
R17-131,MEDIUM,MEDIUM,e5dfd083092b563140bbcf355694014d
R17-132,HIGH,MEDIUM,697e6ec3ef6d5ce98dabb1e8ab92103e
R17-133,HIGH,MEDIUM,1a0a6ecd4437488da156e88ebc6801f0
R17-134,HIGH,MEDIUM,972540bd42a6cec98e6179e612b11dd8
R17-135,HIGH,MEDIUM,e4af25989c29c9c8c3fe844e99f8b834
R17-136,MEDIUM,MEDIUM,3510498b31b484e1bedaa209b4973b72
R17-137,MEDIUM,MEDIUM,8ee361868b2783feef794b9d7d60a37c
R17-138,MEDIUM,MEDIUM,278c59a5d6cd6b83243a8fa795a805d1
R17-139,MEDIUM,MEDIUM,cfe330750d83aa2e50f117c0295166fb
R17-140,MEDIUM,MEDIUM,90c5fa22801fc47c258cb7737d4f72d6
R17-141,MEDIUM,HIGH,20b6cde24252e2c75a40c6715c29c9fb
R17-142,MEDIUM,MEDIUM,0fefdc02a8fd092fffcccd8a8a656825
R17-143,MEDIUM,MEDIUM,29c82f0b2b2ef17c73d86ae92260df35
R17-144,HIGH,MEDIUM,8a95819119c95f266ea02db3af0dd0eb
R17-145,HIGH,LOW,db0077f2438198fe94a43c91cc878ae6
R17-146,HIGH,LOW,1d30e4faf5bb8e4906bf64c3b406ac67
R17-147,HIGH,LOW,1026bbf226367b33e9febcd40e446af9
R17-148,HIGH,LOW,338216498e7f41cc728e5dd3481e9214
R17-149,HIGH,LOW,533d95b8b14dee6cc4308ca973ff5608
R17-150,HIGH,LOW,3560f884a6623e8c74f9db02d63b12c3
R17-151,HIGH,LOW,b1079a990a631fb2e9741944d3af318f
R17-152,HIGH,LOW,ce63f5f1c24d813ec844e7aa0b339881
R17-153,HIGH,LOW,109d4dbb69ca8ba7f724b987180cdbfe
R17-154,HIGH,LOW,9b3f9ab826edf92c28738b358b9a7c6c
R17-155,HIGH,LOW,fabbd41b6912c40e944aed18a92fed05
R17-156,HIGH,LOW,a31479da5ae3c8f634f748f21a5e8835
R18-001,MEDIUM,MEDIUM,9eb256e4b5ab22a84668a6862563d13f
R18-002,MEDIUM,MEDIUM,420200edef023e4907bdd1831034b8df
R18-003,MEDIUM,MEDIUM,fa64ffd938a4d0ac4b5fbb325cb4fd62
R18-004,MEDIUM,MEDIUM,541a79762b095771cb6be4422ac614f8
R18-005,MEDIUM,MEDIUM,8aaba831fd0f8e9f8d503bef16218c44
R18-006,MEDIUM,MEDIUM,36b0ef1e536413e20e641e2849d16516
R18-007,HIGH,MEDIUM,2f41b4cf9bbe42ab69a9673a4de08ff0
R18-008,HIGH,MEDIUM,53a130da180a3ee043141a52842dd549
R18-009,MEDIUM,MEDIUM,cbbd353a2379548b5206c82d6dbc4cf0
R18-010,MEDIUM,MEDIUM,e2e47453af91c748fce300a9d2a00343
R18-011,MEDIUM,MEDIUM,7dce4600da9c00768bec88ff1a1bf09b
R18-012,MEDIUM,MEDIUM,d600f663d552b58f5fd52d802342a33e
R18-013,MEDIUM,MEDIUM,1cc93bf59f02107350d8cebb2cea5732
R18-014,MEDIUM,MEDIUM,18259f40d27ef6d79551ed4d6a7b591a
R18-015,MEDIUM,MEDIUM,7ed142ab11fe56a17cdfa4de49318062
R18-016,MEDIUM,MEDIUM,59ba5789833a9292443d26b8812238fc
R18-017,MEDIUM,MEDIUM,1487b70b9ce0be8c80b4c0b669eedc6b
R18-018,MEDIUM,MEDIUM,f2d5b12b2a0df63053004ad7cc3f949a
R18-019,MEDIUM,MEDIUM,d5c8b98b0f379574ee6366691dbbebae
R18-020,MEDIUM,MEDIUM,6f47d15117076f96c5192d7243215ec0
R18-021,MEDIUM,MEDIUM,0fa7111c9b431b70543919bfa5589881
R18-022,MEDIUM,MEDIUM,b3e5b3ffc8cdc0776bd0863a39ac3a73
R18-023,MEDIUM,MEDIUM,3b10e98177c43a4d0301cf15d61879b1
R18-024,MEDIUM,HIGH,73ccb4445339c9df9b6ff27d0851b210
R18-025,MEDIUM,MEDIUM,95f93adc3c773b7989f21812e57fb95a
R18-026,MEDIUM,HIGH,bcdc3fd58b2019075b3c6f99398f88f6
R18-027,MEDIUM,MEDIUM,5712445598e1d219d07caa5347b3245b
R18-028,MEDIUM,MEDIUM,32df590f887f94fdac379783d88ab81a
R18-029,MEDIUM,HIGH,f025f6d82710689f713b29fee11599fb
R18-030,MEDIUM,MEDIUM,9c463c1fe606c32476f99b3187f72506
R18-031,MEDIUM,HIGH,a1aa3377ba91130af6f3e857f3b8c9b3
R18-032,MEDIUM,MEDIUM,f9a2f49eade77be70890b8268323b0df
R18-033,MEDIUM,MEDIUM,5bdc2411ff60dcae017c53a9da8597d8
R18-034,MEDIUM,MEDIUM,9c48be7a1a8bcf7c5287b6069f1f835a
R18-035,MEDIUM,MEDIUM,6f5b753a853393d32a4e384a761cdb9d
R18-036,MEDIUM,MEDIUM,77ce6c85f1e4b3b85db005c66d1f0511
R18-037,HIGH,MEDIUM,51631f533dc1fc0ed709c9da52148c69
R18-038,MEDIUM,MEDIUM,84969c096d171f01b8a48d76f1235407
R18-039,MEDIUM,MEDIUM,9a377803f056d0ae27e114eacd32bfc4
R18-040,HIGH,MEDIUM,def1e35a0ce121b00f147ccf9b41c4ad
R18-041,HIGH,MEDIUM,d9bf181312258206b8510b4e0de39e54
R18-042,HIGH,MEDIUM,bd253beae9703d4d6ca345a8264263a8
R18-043,MEDIUM,MEDIUM,95e11110a5ef6df826d0cd1335ca3253
R18-044,HIGH,MEDIUM,c0f8efc4324d44651ad75a41b083aa4b
R18-045,MEDIUM,MEDIUM,23db81b242de324489274e7993a653db
R18-046,MEDIUM,MEDIUM,178ea599e9ffeb4fe371e2810e376cf5
R18-047,MEDIUM,MEDIUM,14fc2a246db62ae9c14f7cef43548f74
R18-048,MEDIUM,MEDIUM,92b1511332c2e9a412d9d52389af636a
R18-049,MEDIUM,MEDIUM,63b9fd8655b1334bca14b7020e597263
R18-050,MEDIUM,MEDIUM,5101e47dfe5fe647d45ba6ebe50082d8
R18-051,MEDIUM,MEDIUM,ba76439f7c41fcf74ce8b334850fc309
R18-052,MEDIUM,MEDIUM,d5cf892bab2deedb6bf0be3f5609f3ad
R18-053,MEDIUM,MEDIUM,887afd7e132776782281743dd2043555
R18-054,MEDIUM,MEDIUM,dd14addf32b89180d7bf68dc29b5dc28
R18-055,MEDIUM,HIGH,1f41677fdf8f47577de21a8981458153
R18-056,MEDIUM,MEDIUM,1a05d60d1a8454676a2bb4f49525f41f
R18-057,HIGH,MEDIUM,6dce810a7cccda594025d3512cdbdd60
R18-058,MEDIUM,MEDIUM,ff75e5d14fd56362b119c12b3fc82357
R18-059,MEDIUM,HIGH,4b3e9c33aea0f3ce71cd735b50a5399e
R18-060,MEDIUM,MEDIUM,266382cf57301381fdee68041e19cccf
R18-061,HIGH,MEDIUM,9cb2ba7a30e3ff94c7613e030a546622
R18-062,MEDIUM,MEDIUM,34913477ccae82c319c9c6a3a0cd90b6
R18-063,MEDIUM,MEDIUM,b434dbb58fe6f0269111af191f05e972
R18-064,MEDIUM,MEDIUM,2ba4c222bf72c53de646b9555383d390
R18-065,MEDIUM,MEDIUM,bbdfa332c051121f0fede6981b95a18b
R18-066,HIGH,MEDIUM,5309ce0066fefbdf41ff561533e5211a
R18-067,MEDIUM,MEDIUM,f939d9fca64073ba05139256d5359d92
R18-068,MEDIUM,MEDIUM,9073151a48c33fe65e359814ee191365
R18-069,MEDIUM,MEDIUM,911b032d29d07df2c9e2683965c143dc
R18-070,MEDIUM,MEDIUM,6430c1636138168e358073dbec2eb383
R18-071,MEDIUM,MEDIUM,a558be4e05d24defc8bc162d0a8106c6
R18-072,MEDIUM,MEDIUM,ff1ec983d51affe692ecc3ae28aa1856
R18-073,MEDIUM,MEDIUM,2e3453810ebc5a1ea6d8ae8a1facf253
R18-074,MEDIUM,MEDIUM,1528217f648f71522f2d8579d1f9b010
R18-075,MEDIUM,MEDIUM,6154f5b6a368e54f318fd02002710929
R18-076,MEDIUM,MEDIUM,3754a69afcdca0dc3cdf255b6646c177
R18-077,HIGH,MEDIUM,df3537e206688b5cba1a15f90c943650
R18-078,MEDIUM,MEDIUM,0fe8edfabd1dc8ee267e78bd3fe0654f
R18-079,MEDIUM,MEDIUM,b2f5f7c0a488c00794108af54942b560
R18-080,MEDIUM,HIGH,08cb6d371cf6b7a3a6bc4ad1d8e1e93f
R18-081,HIGH,LOW,e8650c57da7dc5c7e896de4749ced893
R18-082,MEDIUM,MEDIUM,e1f634f22ad66970dec4a1a89de373b9
R18-083,MEDIUM,MEDIUM,282c649f92691d33e487cc65fe98abae
R18-084,MEDIUM,MEDIUM,87aabd303e75d2c994cf9b71f0bc9aa4
R18-085,MEDIUM,MEDIUM,8692cf21e6451c26142124e0cc0a006d
R18-086,MEDIUM,MEDIUM,84c63e22fc65843820114fb9de082c2e
R18-087,MEDIUM,MEDIUM,37cfccd2b5794bdf18730eecc50bedee
R18-088,MEDIUM,MEDIUM,7997a1879d432baa505a429df4d86d92
R18-089,HIGH,MEDIUM,70f69e16605bc0c096efecc2c744ecce
R18-090,MEDIUM,MEDIUM,8ebd6fa27e90ee8829db0b6c3185eca6
R18-091,MEDIUM,MEDIUM,b53afd7c7c8b3bc4a5abaa3d48ea7d21
R18-092,HIGH,MEDIUM,07dd411cbec3502b30d18c1f5833bb12
R18-093,MEDIUM,MEDIUM,0c54ae7beb6e228c488703a3313fddee
R18-094,MEDIUM,MEDIUM,058ec88c66f78d31693456b1cc4dc559
R18-095,MEDIUM,MEDIUM,44b55ef37d4f1e8d59834a8a527efa7b
R18-096,MEDIUM,MEDIUM,eb0cf7a3e28c5a802796efb8ab5b617b
R18-097,MEDIUM,MEDIUM,3b9d42b0aee509acb16a03ec1fd301c7
R18-098,MEDIUM,MEDIUM,9e9d6f5a07b8e6591ac419b459b4912a
R18-099,MEDIUM,MEDIUM,96d07b8efc22700bcd27a0ab250a9456
R18-100,MEDIUM,MEDIUM,212fb5631c3d33a13b278bd0ac1c73f5
R18-101,MEDIUM,MEDIUM,e550867fd2502bb4fab49dcaa6a49c9b
R18-102,MEDIUM,MEDIUM,5f7f754bdbfcfea0d97c40878888a4ab
R18-103,MEDIUM,MEDIUM,423059a7139c0dc38da7e5b490cd50be
R18-104,MEDIUM,MEDIUM,22b6d4439888c94c8c6a6028c4f8e956
R18-105,MEDIUM,MEDIUM,2e195a9a611d40ed86fffb8a6ab5b6f0
R18-106,HIGH,MEDIUM,128b5ca212f3713f6a1b71dc69f0f0ec
R18-107,MEDIUM,MEDIUM,bec8c2410e4e9e9a9958c02af5a132f0
R18-108,MEDIUM,MEDIUM,756abaed52f3c6d451bf7142f11e8225
R18-109,HIGH,MEDIUM,8135810a76de4ff1e61e96f8fb5787d3
R18-110,MEDIUM,MEDIUM,4ab2daf68e812f11ac81b86207e6fc49
R18-111,MEDIUM,MEDIUM,abf06eec8d93c84c4a1209dd97534d4c
R18-112,MEDIUM,MEDIUM,1376a11b2f838829b0de74d7d79f61de
R18-113,MEDIUM,MEDIUM,48b7769d24822dc96fe2fbeaf36221e0
R18-114,MEDIUM,MEDIUM,6590f310b4c0f7cbbb4f57f4c919ca1a
R18-115,HIGH,MEDIUM,109383b1fc19ec329e9c269da8a901c7
R18-116,MEDIUM,MEDIUM,a889669385b84d84e31f2eb549981c3a
R18-117,HIGH,HIGH,a76c804e76ff9c56d35bf47912c9445e
R18-118,HIGH,HIGH,fae6fee98f1d6562c99ec732da3708ae
R18-119,MEDIUM,MEDIUM,8ed6b624f853669ca818b297d1f9c820
R18-120,HIGH,LOW,743dce8d790a3e3aede171cda0e524ef
R18-121,MEDIUM,MEDIUM,1e352e52a908757994b48f280fa623a7
R18-122,MEDIUM,MEDIUM,1ff335ff2185070d5295a13509aa4c65
